ID_ALUNO,ID_MATRICULA,NU_MES,NU_ANO,NU_IDADE,NOME_PAIS_CE,TP_ETAPA_ENSINO,GENERO,RACA_IBGE,TIPO_ESCOLA,IDADE ADEQUADA,STATUS
716078915EF7AAA6CAA55FF8275E38A0,441139849,5,2003,17,ÃFRICA DO SUL,3 EM,Masculino,NAO DECLARADA,PRIVADA,17.0,ADEQUADA
F6A49382BD2E0944765608797A781460,441139958,4,2013,7,ÃFRICA DO SUL,2 ANO/1 SERIE FUND,Masculino,NAO DECLARADA,PRIVADA,7.0,ADEQUADA
428AFC7EEA6F453DA18F59C138D65B9E,415381481,10,2011,9,ÃFRICA DO SUL,3 ANO/2 SERIE FUND,Feminino,BRANCA,ESTADUAL,8.0,DISTORCIDA
6368CD1849F802C8AC0BCE92235F696D,440906390,9,2009,11,ÃFRICA DO SUL,5 ANO/4 SERIE FUND,Feminino,NAO DECLARADA,PRIVADA,10.0,DISTORCIDA
A518CF8FA2900CDDE404C29639694C80,441140024,9,2009,11,ÃFRICA DO SUL,5 ANO/4 SERIE FUND,Masculino,NAO DECLARADA,PRIVADA,10.0,DISTORCIDA
23801A9645B4AF0E14B96809CEED33AF,440906036,8,2008,12,ÃFRICA DO SUL,7 ANO/6 SERIE FUND,Feminino,NAO DECLARADA,PRIVADA,12.0,ADEQUADA
8B9F8E5F4C65A824A99608E9CCB8DCC0,441139687,6,2005,15,ÃFRICA DO SUL,1 EM,Feminino,NAO DECLARADA,PRIVADA,15.0,ADEQUADA
B47ACAADAAB87706FC82D2F4BEF6EC93,441139886,11,2003,17,ÃFRICA DO SUL,2 EM,Masculino,NAO DECLARADA,PRIVADA,16.0,DISTORCIDA
D77AB140C29E1E3C45295756E7C8E71F,440639207,10,2006,14,ÃFRICA DO SUL,8 ANO/7 SERIE FUND,Masculino,BRANCA,PRIVADA,13.0,DISTORCIDA
8304EC2D3D00EB36CEA75AB83D2F3C06,441156570,5,2007,13,ÃFRICA DO SUL,7 ANO/6 SERIE FUND,Feminino,BRANCA,PRIVADA,12.0,DISTORCIDA
A084EC4F73BD279D58AF45C56C52D257,440906601,6,2004,16,ÃFRICA DO SUL,2 EM,Feminino,NAO DECLARADA,PRIVADA,16.0,ADEQUADA
1772F591D06CD3422CAFB84D6D1A2B9B,441139850,3,2009,11,ÃFRICA DO SUL,7 ANO/6 SERIE FUND,Masculino,NAO DECLARADA,PRIVADA,12.0,DISTORCIDA
5986533FEE8B00051B216754C31833B6,440906604,10,2011,9,ÃFRICA DO SUL,3 ANO/2 SERIE FUND,Masculino,BRANCA,PRIVADA,8.0,DISTORCIDA
EDD9C7A84A2AAA312968BCA2E1B4534B,441123014,5,2008,12,ÃFRICA DO SUL,7 ANO/6 SERIE FUND,Feminino,NAO DECLARADA,PRIVADA,12.0,ADEQUADA
E6648260E8DBE0BCCBEA8E36659A0AA3,441139788,7,2003,17,ÃFRICA DO SUL,3 EM,Feminino,NAO DECLARADA,PRIVADA,17.0,ADEQUADA
1AA81A1E1CD2651204727F8F1F20F31F,415383771,9,2009,11,ÃFRICA DO SUL,5 ANO/4 SERIE FUND,Masculino,BRANCA,ESTADUAL,10.0,DISTORCIDA
F286FF4D4B1463F6B9A03B41A1E535E3,440716210,11,2007,13,ÃFRICA DO SUL,6 ANO/5 SERIE FUND,Feminino,BRANCA,PRIVADA,11.0,DISTORCIDA
98707AED1BEB7131E9378553296D4D79,441123193,8,2006,14,ÃFRICA DO SUL,9 ANO/8 SERIE FUND,Masculino,NAO DECLARADA,PRIVADA,14.0,ADEQUADA
F189858847BAE107E37180E306ED92E2,441140036,5,2004,16,ÃFRICA DO SUL,2 EM,Masculino,NAO DECLARADA,PRIVADA,16.0,ADEQUADA
C5585C3942B1AF9E7DFA3A0F0D37D959,441139921,2,2003,17,ÃFRICA DO SUL,3 EM,Masculino,NAO DECLARADA,PRIVADA,17.0,ADEQUADA
8BFB857406D69D5A48FD00CE998F49F3,441138572,11,2008,12,ÃFRICA DO SUL,7 ANO/6 SERIE FUND,Feminino,NAO DECLARADA,PRIVADA,12.0,ADEQUADA
88F8FCC9C97C06BFCE648467F49A033A,441139828,10,2005,15,ÃFRICA DO SUL,1 EM,Masculino,NAO DECLARADA,PRIVADA,15.0,ADEQUADA
8BD917DF0049FDB46716B66883C9D570,441139916,2,2005,15,ÃFRICA DO SUL,2 EM,Feminino,BRANCA,PRIVADA,16.0,DISTORCIDA
343B2486E57159BDF0E97BBFE0F81F37,440716271,10,2008,12,"ÃLAND, ILHAS",5 ANO/4 SERIE FUND,Masculino,NAO DECLARADA,PRIVADA,10.0,DISTORCIDA
0B115202D9078C58D2C9EDB2508C0A84,440906200,12,2011,9,"ÃLAND, ILHAS",3 ANO/2 SERIE FUND,Masculino,NAO DECLARADA,PRIVADA,8.0,DISTORCIDA
DA87917DD8C68734792C510380315E4D,446648303,10,2012,8,"ÃLAND, ILHAS",2 ANO/1 SERIE FUND,Feminino,BRANCA,PRIVADA,7.0,DISTORCIDA
590F6A16BD778FF22546829987B8A0A9,440716272,4,2007,13,"ÃLAND, ILHAS",7 ANO/6 SERIE FUND,Feminino,NAO DECLARADA,PRIVADA,12.0,DISTORCIDA
94CFD7A487A85D06C8B64291A92316B0,441138582,7,2013,7,"ÃLAND, ILHAS",1 ANO FUND,Masculino,BRANCA,PRIVADA,6.0,DISTORCIDA
74663D91EA650CBACF9C102F4E38169D,440905668,9,2011,9,"ÃLAND, ILHAS",3 ANO/2 SERIE FUND,Feminino,BRANCA,PRIVADA,8.0,DISTORCIDA
EFC3819B12C3DF3BFFB14AAE0DDC561C,440903164,9,2006,14,ALBÃNIA,8 ANO/7 SERIE FUND,Masculino,BRANCA,PRIVADA,13.0,DISTORCIDA
BB1A78C8D6F3BBF75181C261272035FC,441124338,2,2011,9,ALBÃNIA,4 ANO/3 SERIE FUND,Masculino,NAO DECLARADA,PRIVADA,9.0,ADEQUADA
82E36C7BF0411641B7C3651A00521FDD,441124285,6,2012,8,ALBÃNIA,3 ANO/2 SERIE FUND,Feminino,NAO DECLARADA,PRIVADA,8.0,ADEQUADA
E255434BC958B4DE0E32955DF56F6F12,446647868,12,2005,15,ALBÃNIA,9 ANO/8 SERIE FUND,Masculino,BRANCA,PRIVADA,14.0,DISTORCIDA
A7DA91157E5C6142B38629B1D459EB37,451229877,1,2011,9,ALBÃNIA,4 ANO/3 SERIE FUND,Masculino,BRANCA,PRIVADA,9.0,ADEQUADA
3184D23C54C441A60076049EA705C5FC,440932985,1,2008,12,ALEMANHA,7 ANO/6 SERIE FUND,Masculino,BRANCA,PRIVADA,12.0,ADEQUADA
ECAB2BCA27F843CE574AA089FE7BBEA5,440716180,2,2005,15,ALEMANHA,9 ANO/8 SERIE FUND,Masculino,BRANCA,PRIVADA,14.0,DISTORCIDA
2E6221A81993FF697DB88AA8F9DFCA5D,441163395,9,2006,14,ALEMANHA,7 ANO/6 SERIE FUND,Masculino,NAO DECLARADA,PRIVADA,12.0,DISTORCIDA
BE5BD15371DA8396AC79AA8347D3DDD0,451177796,4,1997,23,ALEMANHA,5 ANO/4 SERIE FUND,Masculino,NAO DECLARADA,PRIVADA,10.0,DISTORCIDA
63256287F02736EAD83A925057FE1ED8,440860836,9,2006,14,ALEMANHA,7 ANO/6 SERIE FUND,Masculino,BRANCA,PRIVADA,12.0,DISTORCIDA
9C1649C05586ED05804A51B1FBE14F33,441139855,11,2005,15,ALEMANHA,9 ANO/8 SERIE FUND,Feminino,NAO DECLARADA,PRIVADA,14.0,DISTORCIDA
4C1E94329ACF25F93CF4780EFBF19B26,441123253,3,2009,11,ALEMANHA,6 ANO/5 SERIE FUND,Feminino,NAO DECLARADA,PRIVADA,11.0,ADEQUADA
E74292C87226E6BDCD8D809FDA858CDC,441124332,10,2012,8,ALEMANHA,2 ANO/1 SERIE FUND,Masculino,NAO DECLARADA,PRIVADA,7.0,DISTORCIDA
0F8B6F7B75969EE4578A04F56DBD7440,431157473,3,2007,13,ALEMANHA,8 ANO/7 SERIE FUND,Feminino,PRETA,MUNICIPAL,13.0,ADEQUADA
B3D337140F9180BB01A485C17A73157E,441124435,11,2008,12,ALEMANHA,6 ANO/5 SERIE FUND,Feminino,NAO DECLARADA,PRIVADA,11.0,DISTORCIDA
95178FABFF3B51CA42FE103395AB527F,440545168,9,2005,15,ALEMANHA,1 EM,Feminino,BRANCA,PRIVADA,15.0,ADEQUADA
894BF32E7312C6FBDED061AF12FD1949,440903964,12,2008,12,ALEMANHA,6 ANO/5 SERIE FUND,Feminino,BRANCA,PRIVADA,11.0,DISTORCIDA
C93496E09EAC25D2785D9C5E3CA90075,441124381,12,2013,7,ALEMANHA,1 ANO FUND,Feminino,NAO DECLARADA,PRIVADA,6.0,DISTORCIDA
6041E5824C34D0F5CCDF4FA70395A317,441124335,1,2013,7,ALEMANHA,2 ANO/1 SERIE FUND,Feminino,NAO DECLARADA,PRIVADA,7.0,ADEQUADA
9BE996CD9664A80343AD8474F68D010F,414615447,1,2003,17,ALEMANHA,2 EM,Masculino,BRANCA,ESTADUAL,16.0,DISTORCIDA
6FC42C66C523DE582BBB518E094C2661,443371067,7,2002,18,ALEMANHA,3 EM,Masculino,BRANCA,ESTADUAL,17.0,DISTORCIDA
0B2CC74A30548A86D383AAC3D93AD5FA,441139754,10,2004,16,ALEMANHA,2 EM,Feminino,NAO DECLARADA,PRIVADA,16.0,ADEQUADA
FCA816B2EB4595F805E4FCE2EC7F523C,441137884,10,2006,14,ALEMANHA,8 ANO/7 SERIE FUND,Masculino,BRANCA,PRIVADA,13.0,DISTORCIDA
DE1B4F476650B2457FDB02C6E5CA2BD5,441139971,1,2006,14,ALEMANHA,9 ANO/8 SERIE FUND,Feminino,NAO DECLARADA,PRIVADA,14.0,ADEQUADA
93F9EDB4713DABE1FF00981EEB6C771F,415089290,7,2003,17,ALEMANHA,1 EM,Masculino,BRANCA,ESTADUAL,15.0,DISTORCIDA
E078BD2598047E99AB02818EAF32E1B8,451220389,12,2012,8,ALEMANHA,2 ANO/1 SERIE FUND,Feminino,NAO DECLARADA,PRIVADA,7.0,DISTORCIDA
C3DD9ABB3C349B58CB1D7B6B1F509D81,441122632,11,2005,15,ALEMANHA,1 EM,Feminino,BRANCA,PRIVADA,15.0,ADEQUADA
4D782F32C7177EDE4DB684DA73BF8889,441123750,11,2005,15,ALEMANHA,1 EM,Feminino,BRANCA,PRIVADA,15.0,ADEQUADA
7EA0B446950BC83CA4C0497026BC8EF4,440716080,4,2007,13,ALEMANHA,7 ANO/6 SERIE FUND,Feminino,NAO DECLARADA,PRIVADA,12.0,DISTORCIDA
4C04734207475BF02C7A05DB7837065C,441123354,2,2005,15,ALEMANHA,1 EM,Feminino,NAO DECLARADA,PRIVADA,15.0,ADEQUADA
448B88086B01285F61E94D8701200D01,451427158,9,2009,11,ALEMANHA,6 ANO/5 SERIE FUND,Feminino,BRANCA,PRIVADA,11.0,ADEQUADA
BE4D6781818F6C263312411C40F82319,440917017,6,2004,16,ALEMANHA,9 ANO/8 SERIE FUND,Feminino,BRANCA,PRIVADA,14.0,DISTORCIDA
7E7F776A9CF79656CDAC90F27D624C33,441140033,3,2007,13,ALEMANHA,8 ANO/7 SERIE FUND,Feminino,NAO DECLARADA,PRIVADA,13.0,ADEQUADA
C931BE50EC981FC79BC6CB80AD0F1F95,441139749,5,2007,13,ALEMANHA,9 ANO/8 SERIE FUND,Feminino,BRANCA,PRIVADA,14.0,DISTORCIDA
CB79710FD7A612984DD534777920D80E,441139963,8,2008,12,ALEMANHA,8 ANO/7 SERIE FUND,Masculino,NAO DECLARADA,PRIVADA,13.0,DISTORCIDA
DC1ABF946BE13E715384EF49899D4666,441123318,5,2014,6,ALEMANHA,1 ANO FUND,Masculino,NAO DECLARADA,PRIVADA,6.0,ADEQUADA
F04FDB2C5FCEE23A0E17BFB898EB5614,440907776,11,2013,7,ALEMANHA,1 ANO FUND,Feminino,BRANCA,PRIVADA,6.0,DISTORCIDA
CE38F140419683AB80F413DDD79A8FC7,440123301,1,2003,17,ALEMANHA,3 EM,Masculino,BRANCA,PRIVADA,17.0,ADEQUADA
57621796D1607BA7C4277AA3029C7CAB,441138573,3,2006,14,ALEMANHA,9 ANO/8 SERIE FUND,Feminino,NAO DECLARADA,PRIVADA,14.0,ADEQUADA
56F344FF10F69B22278BC63EC0A0EE5C,441135364,4,2003,17,ALEMANHA,3 EM,Feminino,NAO DECLARADA,PRIVADA,17.0,ADEQUADA
5E1AF684804AD7C51B6EEDE0B4D25F19,440901135,9,2006,14,ALEMANHA,9 ANO/8 SERIE FUND,Feminino,BRANCA,PRIVADA,14.0,ADEQUADA
2F89978860FC182D1B1A4A9E26D382A1,441139961,7,2010,10,ALEMANHA,4 ANO/3 SERIE FUND,Feminino,NAO DECLARADA,PRIVADA,9.0,DISTORCIDA
D40A62B89734283971EAE88553B6B5B5,441123320,10,2013,7,ALEMANHA,1 ANO FUND,Feminino,NAO DECLARADA,PRIVADA,6.0,DISTORCIDA
36C12B64E764DD9A119F964308E820B2,441137986,7,2003,17,ALEMANHA,3 EM,Feminino,BRANCA,PRIVADA,17.0,ADEQUADA
20B137782201D51F4EFFEA33F4E303CF,440906462,3,2011,9,ALEMANHA,4 ANO/3 SERIE FUND,Feminino,NAO DECLARADA,PRIVADA,9.0,ADEQUADA
C5BAA8189D6B307F9A15283F17A48E9A,441139975,1,2014,6,ALEMANHA,1 ANO FUND,Feminino,NAO DECLARADA,PRIVADA,6.0,ADEQUADA
35738F57B38A8D714674BCA551C76969,441139977,6,2009,11,ALEMANHA,6 ANO/5 SERIE FUND,Masculino,NAO DECLARADA,PRIVADA,11.0,ADEQUADA
2544A3723AF7DCBD96B1B33CDFB9D94C,441134574,9,2004,16,ALEMANHA,8 ANO/7 SERIE FUND,Masculino,NAO DECLARADA,PRIVADA,13.0,DISTORCIDA
2C4C6ACEAD9E8C55C82ECC2794373A09,441135365,8,2003,17,ALEMANHA,3 EM,Feminino,NAO DECLARADA,PRIVADA,17.0,ADEQUADA
ECFD91B9B02EB2131A6DCEA22A3E5CD5,440663306,2,2013,7,ALEMANHA,2 ANO/1 SERIE FUND,Feminino,BRANCA,PRIVADA,7.0,ADEQUADA
E9D609EC2F98FE12A2FF1ED2D99E6FBA,414080896,9,2009,11,ALEMANHA,5 ANO/4 SERIE FUND,Feminino,PRETA,ESTADUAL,10.0,DISTORCIDA
8EE3144B3A800DC976FBB435B40925AD,413830694,11,2011,9,ALEMANHA,3 ANO/2 SERIE FUND,Feminino,PRETA,ESTADUAL,8.0,DISTORCIDA
2BCB04671720BE7838585A7BCDB73D97,430935645,6,2009,11,ALEMANHA,4 ANO/3 SERIE FUND,Masculino,NAO DECLARADA,MUNICIPAL,9.0,DISTORCIDA
6C3B9619445494B2C980484C573F0923,414765446,8,2011,9,ALEMANHA,3 ANO/2 SERIE FUND,Feminino,PRETA,ESTADUAL,8.0,DISTORCIDA
749B0C359D7F17C90AD9F0D4401CE5DD,413718096,4,2004,16,ALEMANHA,2 EM,Feminino,PRETA,ESTADUAL,16.0,ADEQUADA
2598062881BEFB19DD8973A15DB2F9E1,451600470,9,2003,17,ALEMANHA,1 EM,Masculino,NAO DECLARADA,PRIVADA,15.0,DISTORCIDA
8160FAD9D0882C2D803C436846CA8DF0,432027415,12,2004,16,ALEMANHA,8 ANO/7 SERIE FUND,Feminino,PRETA,MUNICIPAL,13.0,DISTORCIDA
24CBB976A54EE30FFE7F2DC3021E872E,416712705,8,2006,14,ALEMANHA,7 ANO/6 SERIE FUND,Feminino,PRETA,ESTADUAL,12.0,DISTORCIDA
F0CBA6B03FFE416FDD8BC34BEC12EBCE,438258311,3,2013,7,ALEMANHA,2 ANO/1 SERIE FUND,Masculino,PRETA,MUNICIPAL,7.0,ADEQUADA
A1D1609778C6B50FA84021A58FEF18A9,440894728,8,2009,11,ALEMANHA,5 ANO/4 SERIE FUND,Masculino,PRETA,PRIVADA,10.0,DISTORCIDA
9725B614B0A4E6C338F4104E971626C3,414739327,7,2003,17,ALEMANHA,2 EM,Masculino,PRETA,ESTADUAL,16.0,DISTORCIDA
6F2BF51EA1D0E76F8CD3E883B4B33BFD,418688179,5,2004,16,ALEMANHA,1 EM,Feminino,NAO DECLARADA,ESTADUAL,15.0,DISTORCIDA
26D0B28927120926F50A4F5904E734B3,415524387,9,2007,13,ALEMANHA,7 ANO/6 SERIE FUND,Feminino,PRETA,ESTADUAL,12.0,DISTORCIDA
3444657653C182C8B83F91F20D3E0812,415467162,6,2002,18,ALEMANHA,1 EM,Masculino,PRETA,ESTADUAL,15.0,DISTORCIDA
